machine_id,timestamp,temperature,vibration,pressure,rul_hours
M005,2026-03-27T16:05:56.860366,70.96,0.0307,95.19,80.25
M005,2026-03-27T16:10:56.860366,68.89,0.0333,101.96,80.17
M005,2026-03-27T16:15:56.860366,70.14,0.025,100.03,80.08
M005,2026-03-27T16:20:56.860366,69.06,0.0249,97.39,80.0
M005,2026-03-27T16:25:56.860366,68.44,0.0268,100.68,79.92
M005,2026-03-27T16:30:56.860366,66.41,0.0201,97.37,79.83
M005,2026-03-27T16:35:56.860366,66.73,0.0308,95.32,79.75
M005,2026-03-27T16:40:56.860366,71.98,0.0333,99.31,79.67
M005,2026-03-27T16:45:56.860366,67.92,0.0216,101.53,79.58
M005,2026-03-27T16:50:56.860366,67.4,0.0231,98.51,79.5
M005,2026-03-27T16:55:56.860366,66.7,0.0333,95.65,79.42
M005,2026-03-27T17:00:56.860366,73.32,0.03,104.95,79.33
M005,2026-03-27T17:05:56.860366,70.13,0.036,97.68,79.25
M005,2026-03-27T17:10:56.860366,74.67,0.0272,98.58,79.17
M005,2026-03-27T17:15:56.860366,73.1,0.0375,95.17,79.08
M005,2026-03-27T17:20:56.860366,74.75,0.0319,96.14,79.0
M005,2026-03-27T17:25:56.860366,72.81,0.027,101.79,78.92
M005,2026-03-27T17:30:56.860366,65.9,0.0273,104.23,78.83
M005,2026-03-27T17:35:56.860366,71.55,0.0308,97.02,78.75
M005,2026-03-27T17:40:56.860366,70.12,0.0332,100.17,78.67
M005,2026-03-27T17:45:56.860366,73.71,0.0386,102.49,78.58
M005,2026-03-27T17:50:56.860366,70.9,0.0237,101.8,78.5
M005,2026-03-27T17:55:56.860366,66.22,0.0349,97.4,78.42
M005,2026-03-27T18:00:56.860366,73.85,0.0269,99.86,78.33
M005,2026-03-27T18:05:56.860366,69.75,0.0379,101.08,78.25
M005,2026-03-27T18:10:56.860366,67.84,0.0323,101.13,78.17
M005,2026-03-27T18:15:56.860366,65.15,0.0327,99.81,78.08
M005,2026-03-27T18:20:56.860366,74.97,0.0203,98.94,78.0
M005,2026-03-27T18:25:56.860366,65.0,0.0278,103.54,77.92
M005,2026-03-27T18:30:56.860366,69.49,0.0212,103.16,77.83
M005,2026-03-27T18:35:56.860366,66.1,0.0251,98.79,77.75
M005,2026-03-27T18:40:56.860366,69.6,0.0351,96.46,77.67
M005,2026-03-27T18:45:56.860366,74.26,0.0232,100.16,77.58
M005,2026-03-27T18:50:56.860366,74.44,0.0354,100.13,77.5
M005,2026-03-27T18:55:56.860366,69.5,0.0217,99.16,77.42
M005,2026-03-27T19:00:56.860366,71.84,0.028,104.89,77.33
M005,2026-03-27T19:05:56.860366,69.17,0.0223,98.24,77.25
M005,2026-03-27T19:10:56.860366,67.65,0.0277,98.69,77.17
M005,2026-03-27T19:15:56.860366,67.48,0.0221,100.66,77.08
M005,2026-03-27T19:20:56.860366,67.32,0.0204,99.15,77.0
M005,2026-03-27T19:25:56.860366,67.22,0.0268,102.08,76.92
M005,2026-03-27T19:30:56.860366,69.67,0.0334,98.54,76.83
M005,2026-03-27T19:35:56.860366,67.95,0.0219,102.16,76.75
M005,2026-03-27T19:40:56.860366,66.72,0.0395,103.04,76.67
M005,2026-03-27T19:45:56.860366,71.06,0.0215,99.45,76.58
M005,2026-03-27T19:50:56.860366,66.29,0.0254,98.98,76.5
M005,2026-03-27T19:55:56.860366,72.13,0.0226,99.38,76.42
M005,2026-03-27T20:00:56.860366,70.35,0.0307,95.39,76.33
M005,2026-03-27T20:05:56.860366,67.38,0.0304,102.75,76.25
M005,2026-03-27T20:10:56.860366,66.56,0.0317,96.73,76.17
M005,2026-03-27T20:15:56.860366,65.03,0.0203,99.74,76.08
M005,2026-03-27T20:20:56.860366,65.92,0.0234,103.35,76.0
M005,2026-03-27T20:25:56.860366,65.37,0.0333,102.78,75.92
M005,2026-03-27T20:30:56.860366,67.63,0.0375,101.07,75.83
M005,2026-03-27T20:35:56.860366,67.83,0.0272,101.44,75.75
M005,2026-03-27T20:40:56.860366,72.2,0.0351,96.22,75.67
M005,2026-03-27T20:45:56.860366,67.13,0.0266,100.5,75.58
M005,2026-03-27T20:50:56.860366,65.55,0.0369,99.14,75.5
M005,2026-03-27T20:55:56.860366,68.67,0.0355,104.53,75.42
M005,2026-03-27T21:00:56.860366,65.81,0.0221,99.87,75.33
M005,2026-03-27T21:05:56.860366,73.42,0.037,99.9,75.25
M005,2026-03-27T21:10:56.860366,65.18,0.0255,99.17,75.17
M005,2026-03-27T21:15:56.860366,66.86,0.0288,102.35,75.08
M005,2026-03-27T21:20:56.860366,70.72,0.0212,102.12,75.0
M005,2026-03-27T21:25:56.860366,71.05,0.0352,102.16,74.92
M005,2026-03-27T21:30:56.860366,69.21,0.0359,99.67,74.83
M005,2026-03-27T21:35:56.860366,68.66,0.0246,98.93,74.75
M005,2026-03-27T21:40:56.860366,69.79,0.0347,95.07,74.67
M005,2026-03-27T21:45:56.860366,72.87,0.0397,99.8,74.58
M005,2026-03-27T21:50:56.860366,69.95,0.0333,98.45,74.5
M005,2026-03-27T21:55:56.860366,73.76,0.0201,95.14,74.42
M005,2026-03-27T22:00:56.860366,68.21,0.0307,103.59,74.33
M005,2026-03-27T22:05:56.860366,73.23,0.0236,103.01,74.25
M005,2026-03-27T22:10:56.860366,74.22,0.0391,97.97,74.17
M005,2026-03-27T22:15:56.860366,69.94,0.0216,103.97,74.08
M005,2026-03-27T22:20:56.860366,67.06,0.0206,96.96,74.0
M005,2026-03-27T22:25:56.860366,67.96,0.0231,102.69,73.92
M005,2026-03-27T22:30:56.860366,66.6,0.0364,95.67,73.83
M005,2026-03-27T22:35:56.860366,67.65,0.0387,98.36,73.75
M005,2026-03-27T22:40:56.860366,73.15,0.0378,101.84,73.67
M005,2026-03-27T22:45:56.860366,74.36,0.0241,95.42,73.58
M005,2026-03-27T22:50:56.860366,67.84,0.0246,103.18,73.5
M005,2026-03-27T22:55:56.860366,67.65,0.0395,95.82,73.42
M005,2026-03-27T23:00:56.860366,66.42,0.0263,104.29,73.33
M005,2026-03-27T23:05:56.860366,67.47,0.0371,96.09,73.25
M005,2026-03-27T23:10:56.860366,65.21,0.0331,97.01,73.17
M005,2026-03-27T23:15:56.860366,70.12,0.0213,100.41,73.08
M005,2026-03-27T23:20:56.860366,65.3,0.0291,102.08,73.0
M005,2026-03-27T23:25:56.860366,71.34,0.0393,100.84,72.92
M005,2026-03-27T23:30:56.860366,67.15,0.0239,95.24,72.83
M005,2026-03-27T23:35:56.860366,67.87,0.0209,98.64,72.75
M005,2026-03-27T23:40:56.860366,68.4,0.0324,102.46,72.67
M005,2026-03-27T23:45:56.860366,74.07,0.0302,95.99,72.58
M005,2026-03-27T23:50:56.860366,71.68,0.0212,95.32,72.5
M005,2026-03-27T23:55:56.860366,74.61,0.0261,102.43,72.42
M005,2026-03-28T00:00:56.860366,71.26,0.025,99.65,72.33
M005,2026-03-28T00:05:56.860366,66.88,0.0384,98.18,72.25
M005,2026-03-28T00:10:56.860366,74.48,0.0399,97.34,72.17
M005,2026-03-28T00:15:56.860366,71.06,0.0288,100.74,72.08
M005,2026-03-28T00:20:56.860366,70.91,0.0376,98.15,72.0
M005,2026-03-28T00:25:56.860366,70.14,0.0364,99.64,71.92
M005,2026-03-28T00:30:56.860366,74.05,0.0335,100.58,71.83
M005,2026-03-28T00:35:56.860366,74.07,0.0357,102.23,71.75
M005,2026-03-28T00:40:56.860366,72.51,0.0311,104.21,71.67
M005,2026-03-28T00:45:56.860366,67.09,0.0222,104.43,71.58
M005,2026-03-28T00:50:56.860366,68.79,0.0229,96.2,71.5
M005,2026-03-28T00:55:56.860366,69.96,0.0317,103.66,71.42
M005,2026-03-28T01:00:56.860366,74.52,0.0367,98.14,71.33
M005,2026-03-28T01:05:56.860366,68.35,0.035,97.19,71.25
M005,2026-03-28T01:10:56.860366,65.45,0.0279,104.85,71.17
M005,2026-03-28T01:15:56.860366,71.06,0.0367,100.69,71.08
M005,2026-03-28T01:20:56.860366,66.44,0.0303,102.28,71.0
M005,2026-03-28T01:25:56.860366,71.14,0.0336,99.22,70.92
M005,2026-03-28T01:30:56.860366,71.61,0.0376,101.21,70.83
M005,2026-03-28T01:35:56.860366,73.89,0.0278,101.98,70.75
M005,2026-03-28T01:40:56.860366,68.42,0.0301,95.24,70.67
M005,2026-03-28T01:45:56.860366,65.27,0.0232,99.19,70.58
M005,2026-03-28T01:50:56.860366,68.09,0.0279,100.69,70.5
M005,2026-03-28T01:55:56.860366,70.37,0.0212,103.29,70.42
M005,2026-03-28T02:00:56.860366,70.95,0.038,99.53,70.33
M005,2026-03-28T02:05:56.860366,68.05,0.0357,103.41,70.25
M005,2026-03-28T02:10:56.860366,73.71,0.0286,98.36,70.17
M005,2026-03-28T02:15:56.860366,72.71,0.0246,100.09,70.08
M005,2026-03-28T02:20:56.860366,66.42,0.0264,103.45,70.0
M005,2026-03-28T02:25:56.860366,72.31,0.0365,99.44,69.92
M005,2026-03-28T02:30:56.860366,65.21,0.0222,98.43,69.83
M005,2026-03-28T02:35:56.860366,68.1,0.0271,95.95,69.75
M005,2026-03-28T02:40:56.860366,67.02,0.0254,104.23,69.67
M005,2026-03-28T02:45:56.860366,65.84,0.0217,103.71,69.58
M005,2026-03-28T02:50:56.860366,73.77,0.0364,103.55,69.5
M005,2026-03-28T02:55:56.860366,67.8,0.0313,99.71,69.42
M005,2026-03-28T03:00:56.860366,73.69,0.0293,98.21,69.33
M005,2026-03-28T03:05:56.860366,73.2,0.0284,95.28,69.25
M005,2026-03-28T03:10:56.860366,74.65,0.0358,96.77,69.17
M005,2026-03-28T03:15:56.860366,70.37,0.0398,97.52,69.08
M005,2026-03-28T03:20:56.860366,74.65,0.0371,97.24,69.0
M005,2026-03-28T03:25:56.860366,73.53,0.031,100.68,68.92
M005,2026-03-28T03:30:56.860366,72.14,0.0283,102.57,68.83
M005,2026-03-28T03:35:56.860366,67.97,0.0216,95.91,68.75
M005,2026-03-28T03:40:56.860366,72.08,0.0366,103.89,68.67
M005,2026-03-28T03:45:56.860366,68.42,0.0357,102.59,68.58
M005,2026-03-28T03:50:56.860366,70.9,0.021,104.8,68.5
M005,2026-03-28T03:55:56.860366,69.62,0.0339,97.32,68.42
M005,2026-03-28T04:00:56.860366,68.52,0.0265,102.24,68.33
M005,2026-03-28T04:05:56.860366,72.35,0.0385,100.17,68.25
M005,2026-03-28T04:10:56.860366,65.04,0.0316,102.09,68.17
M005,2026-03-28T04:15:56.860366,66.68,0.0247,100.29,68.08
M005,2026-03-28T04:20:56.860366,71.96,0.0289,97.47,68.0
M005,2026-03-28T04:25:56.860366,67.12,0.0383,97.59,67.92
M005,2026-03-28T04:30:56.860366,69.48,0.0245,103.19,67.83
M005,2026-03-28T04:35:56.860366,74.73,0.0394,103.29,67.75
M005,2026-03-28T04:40:56.860366,65.56,0.0319,102.78,67.67
M005,2026-03-28T04:45:56.860366,72.4,0.0266,101.72,67.58
M005,2026-03-28T04:50:56.860366,69.11,0.0334,100.18,67.5
M005,2026-03-28T04:55:56.860366,74.48,0.0357,103.46,67.42
M005,2026-03-28T05:00:56.860366,72.38,0.0391,99.01,67.33
M005,2026-03-28T05:05:56.860366,72.4,0.0273,95.95,67.25
M005,2026-03-28T05:10:56.860366,69.05,0.0379,97.21,67.17
M005,2026-03-28T05:15:56.860366,74.69,0.0257,96.23,67.08
M005,2026-03-28T05:20:56.860366,74.76,0.0209,104.36,67.0
M005,2026-03-28T05:25:56.860366,72.03,0.0277,102.95,66.92
M005,2026-03-28T05:30:56.860366,66.78,0.039,99.8,66.83
M005,2026-03-28T05:35:56.860366,65.7,0.0298,100.78,66.75
M005,2026-03-28T05:40:56.860366,67.66,0.0332,95.59,66.67
M005,2026-03-28T05:45:56.860366,67.43,0.0287,98.28,66.58
M005,2026-03-28T05:50:56.860366,69.94,0.0254,103.94,66.5
M005,2026-03-28T05:55:56.860366,73.67,0.0299,102.33,66.42
M005,2026-03-28T06:00:56.860366,71.57,0.0336,96.8,66.33
M005,2026-03-28T06:05:56.860366,69.21,0.0399,96.31,66.25
M005,2026-03-28T06:10:56.860366,74.67,0.0325,104.74,66.17
M005,2026-03-28T06:15:56.860366,65.99,0.0253,99.86,66.08
M005,2026-03-28T06:20:56.860366,66.12,0.0386,96.28,66.0
M005,2026-03-28T06:25:56.860366,70.02,0.0389,100.36,65.92
M005,2026-03-28T06:30:56.860366,71.8,0.0296,98.36,65.83
M005,2026-03-28T06:35:56.860366,70.56,0.0348,102.65,65.75
M005,2026-03-28T06:40:56.860366,70.05,0.0355,103.79,65.67
M005,2026-03-28T06:45:56.860366,70.39,0.0323,99.72,65.58
M005,2026-03-28T06:50:56.860366,65.81,0.0215,98.9,65.5
M005,2026-03-28T06:55:56.860366,65.06,0.0383,98.51,65.42
M005,2026-03-28T07:00:56.860366,72.43,0.0278,98.6,65.33
M005,2026-03-28T07:05:56.860366,72.98,0.0365,102.0,65.25
M005,2026-03-28T07:10:56.860366,70.87,0.0259,96.11,65.17
M005,2026-03-28T07:15:56.860366,69.48,0.0353,98.88,65.08
M005,2026-03-28T07:20:56.860366,74.19,0.0309,103.01,65.0
M005,2026-03-28T07:25:56.860366,66.15,0.0361,96.03,64.92
M005,2026-03-28T07:30:56.860366,68.39,0.04,95.98,64.83
M005,2026-03-28T07:35:56.860366,71.44,0.0222,99.71,64.75
M005,2026-03-28T07:40:56.860366,71.81,0.0396,99.35,64.67
M005,2026-03-28T07:45:56.860366,70.82,0.0383,100.32,64.58
M005,2026-03-28T07:50:56.860366,65.79,0.02,104.43,64.5
M005,2026-03-28T07:55:56.860366,74.28,0.0258,102.4,64.42
M005,2026-03-28T08:00:56.860366,73.54,0.0351,98.62,64.33
M005,2026-03-28T08:05:56.860366,68.29,0.0308,102.39,64.25
M005,2026-03-28T08:10:56.860366,70.05,0.0262,97.25,64.17
M005,2026-03-28T08:15:56.860366,69.7,0.0271,100.87,64.08
M005,2026-03-28T08:20:56.860366,70.5,0.0272,95.48,64.0
M005,2026-03-28T08:25:56.860366,74.94,0.0312,99.19,63.92
M005,2026-03-28T08:30:56.860366,70.93,0.03,101.96,63.83
M005,2026-03-28T08:35:56.860366,68.04,0.0274,97.65,63.75
M005,2026-03-28T08:40:56.860366,67.62,0.0393,102.17,63.67
M005,2026-03-28T08:45:56.860366,66.24,0.0358,95.04,63.58
M005,2026-03-28T08:50:56.860366,65.32,0.0351,95.33,63.5
M005,2026-03-28T08:55:56.860366,65.07,0.0259,99.64,63.42
M005,2026-03-28T09:00:56.860366,72.77,0.0352,99.34,63.33
M005,2026-03-28T09:05:56.860366,69.35,0.0375,97.85,63.25
M005,2026-03-28T09:10:56.860366,72.97,0.0349,104.24,63.17
M005,2026-03-28T09:15:56.860366,70.38,0.0286,95.75,63.08
M005,2026-03-28T09:20:56.860366,69.29,0.0317,104.19,63.0
M005,2026-03-28T09:25:56.860366,72.87,0.026,103.79,62.92
M005,2026-03-28T09:30:56.860366,70.48,0.0395,102.11,62.83
M005,2026-03-28T09:35:56.860366,70.72,0.0234,103.33,62.75
M005,2026-03-28T09:40:56.860366,67.62,0.0367,95.16,62.67
M005,2026-03-28T09:45:56.860366,73.44,0.0386,96.88,62.58
M005,2026-03-28T09:50:56.860366,67.53,0.0344,104.28,62.5
M005,2026-03-28T09:55:56.860366,74.22,0.0214,98.11,62.42
M005,2026-03-28T10:00:56.860366,74.25,0.0243,99.62,62.33
M005,2026-03-28T10:05:56.860366,73.62,0.025,98.42,62.25
M005,2026-03-28T10:10:56.860366,70.09,0.0242,101.04,62.17
M005,2026-03-28T10:15:56.860366,65.01,0.0294,104.17,62.08
M005,2026-03-28T10:20:56.860366,68.71,0.0375,99.33,62.0
M005,2026-03-28T10:25:56.860366,72.03,0.0252,101.19,61.92
M005,2026-03-28T10:30:56.860366,66.19,0.032,97.57,61.83
M005,2026-03-28T10:35:56.860366,71.98,0.0261,97.99,61.75
M005,2026-03-28T10:40:56.860366,65.72,0.0275,102.98,61.67
M005,2026-03-28T10:45:56.860366,72.28,0.0329,104.32,61.58
M005,2026-03-28T10:50:56.860366,72.72,0.0208,102.98,61.5
M005,2026-03-28T10:55:56.860366,69.0,0.0232,103.66,61.42
M005,2026-03-28T11:00:56.860366,70.22,0.0341,99.79,61.33
M005,2026-03-28T11:05:56.860366,66.43,0.0397,103.9,61.25
M005,2026-03-28T11:10:56.860366,72.79,0.0312,97.72,61.17
M005,2026-03-28T11:15:56.860366,70.48,0.0281,98.41,61.08
M005,2026-03-28T11:20:56.860366,74.02,0.0233,99.16,61.0
M005,2026-03-28T11:25:56.860366,65.85,0.0362,101.08,60.92
M005,2026-03-28T11:30:56.860366,67.37,0.0332,97.14,60.83
M005,2026-03-28T11:35:56.860366,66.86,0.0274,95.23,60.75
M005,2026-03-28T11:40:56.860366,67.83,0.0342,101.84,60.67
M005,2026-03-28T11:45:56.860366,67.88,0.0236,99.65,60.58
M005,2026-03-28T11:50:56.860366,67.54,0.0211,96.98,60.5
M005,2026-03-28T11:55:56.860366,71.9,0.0227,103.09,60.42
M005,2026-03-28T12:00:56.860366,73.36,0.0229,99.27,60.33
M005,2026-03-28T12:05:56.860366,70.08,0.0253,100.29,60.25
M005,2026-03-28T12:10:56.860366,71.17,0.0222,95.99,60.17
M005,2026-03-28T12:15:56.860366,70.9,0.0253,96.08,60.08
M005,2026-03-28T12:20:56.860366,69.24,0.0381,103.18,60.0
M005,2026-03-28T12:25:56.860366,74.32,0.0242,102.28,59.92
M005,2026-03-28T12:30:56.860366,70.25,0.0227,102.41,59.83
M005,2026-03-28T12:35:56.860366,70.86,0.0258,96.41,59.75
M005,2026-03-28T12:40:56.860366,70.15,0.0248,99.62,59.67
M005,2026-03-28T12:45:56.860366,66.69,0.0276,102.56,59.58
M005,2026-03-28T12:50:56.860366,66.39,0.0224,96.4,59.5
M005,2026-03-28T12:55:56.860366,72.53,0.0223,103.31,59.42
M005,2026-03-28T13:00:56.860366,74.31,0.037,95.9,59.33
M005,2026-03-28T13:05:56.860366,71.97,0.0374,102.29,59.25
M005,2026-03-28T13:10:56.860366,70.16,0.0277,98.24,59.17
M005,2026-03-28T13:15:56.860366,65.85,0.0364,95.69,59.08
M005,2026-03-28T13:20:56.860366,69.21,0.0393,104.62,59.0
M005,2026-03-28T13:25:56.860366,66.01,0.0374,99.49,58.92
M005,2026-03-28T13:30:56.860366,69.24,0.0301,98.99,58.83
M005,2026-03-28T13:35:56.860366,70.81,0.0324,98.99,58.75
M005,2026-03-28T13:40:56.860366,70.55,0.0324,104.41,58.67
M005,2026-03-28T13:45:56.860366,71.54,0.0284,95.5,58.58
M005,2026-03-28T13:50:56.860366,65.09,0.0385,99.24,58.5
M005,2026-03-28T13:55:56.860366,74.41,0.0239,100.15,58.42
M005,2026-03-28T14:00:56.860366,69.64,0.0336,98.85,58.33
M005,2026-03-28T14:05:56.860366,67.75,0.0354,102.76,58.25
M005,2026-03-28T14:10:56.860366,71.84,0.0281,96.21,58.17
M005,2026-03-28T14:15:56.860366,65.44,0.0393,97.81,58.08
M005,2026-03-28T14:20:56.860366,71.11,0.0392,104.62,58.0
M005,2026-03-28T14:25:56.860366,73.7,0.0375,98.98,57.92
M005,2026-03-28T14:30:56.860366,73.73,0.0225,104.18,57.83
M005,2026-03-28T14:35:56.860366,71.63,0.0201,102.17,57.75
M005,2026-03-28T14:40:56.860366,69.98,0.0287,102.09,57.67
M005,2026-03-28T14:45:56.860366,66.45,0.0232,100.29,57.58
M005,2026-03-28T14:50:56.860366,67.89,0.0305,99.62,57.5
M005,2026-03-28T14:55:56.860366,70.2,0.0213,95.94,57.42
M005,2026-03-28T15:00:56.860366,74.44,0.0332,96.28,57.33
M005,2026-03-28T15:05:56.860366,72.11,0.0317,104.96,57.25
M005,2026-03-28T15:10:56.860366,73.69,0.0379,97.72,57.17
M005,2026-03-28T15:15:56.860366,65.04,0.0227,102.39,57.08
M005,2026-03-28T15:20:56.860366,65.85,0.0287,100.11,57.0
M005,2026-03-28T15:25:56.860366,65.6,0.0206,102.83,56.92
M005,2026-03-28T15:30:56.860366,66.31,0.0257,95.87,56.83
M005,2026-03-28T15:35:56.860366,74.82,0.0265,97.52,56.75
M005,2026-03-28T15:40:56.860366,69.5,0.0365,103.04,56.67
M005,2026-03-28T15:45:56.860366,67.47,0.0235,99.09,56.58
M005,2026-03-28T15:50:56.860366,74.22,0.0319,101.07,56.5
M005,2026-03-28T15:55:56.860366,70.9,0.0288,99.76,56.42
M005,2026-03-28T16:00:56.860366,73.89,0.0203,100.84,56.33
M005,2026-03-28T16:05:56.860366,72.75,0.0396,96.3,56.25
M005,2026-03-28T16:10:56.860366,71.98,0.0268,100.29,56.17
M005,2026-03-28T16:15:56.860366,68.42,0.0285,101.04,56.08
M005,2026-03-28T16:20:56.860366,74.66,0.0286,102.87,56.0
M005,2026-03-28T16:25:56.860366,66.69,0.0256,98.95,55.92
M005,2026-03-28T16:30:56.860366,71.28,0.0315,103.64,55.83
M005,2026-03-28T16:35:56.860366,72.98,0.0253,99.77,55.75
M005,2026-03-28T16:40:56.860366,74.95,0.0312,99.56,55.67
M005,2026-03-28T16:45:56.860366,70.35,0.0249,100.73,55.58
M005,2026-03-28T16:50:56.860366,66.63,0.028,97.37,55.5
M005,2026-03-28T16:55:56.860366,72.35,0.0331,96.33,55.42
M005,2026-03-28T17:00:56.860366,72.01,0.0203,98.97,55.33
M005,2026-03-28T17:05:56.860366,74.52,0.027,102.18,55.25
M005,2026-03-28T17:10:56.860366,71.74,0.0253,96.36,55.17
M005,2026-03-28T17:15:56.860366,72.87,0.0294,96.58,55.08
M005,2026-03-28T17:20:56.860366,73.15,0.0365,99.06,55.0
M005,2026-03-28T17:25:56.860366,73.42,0.0341,102.28,54.92
M005,2026-03-28T17:30:56.860366,74.8,0.0286,101.35,54.83
M005,2026-03-28T17:35:56.860366,66.22,0.0355,100.53,54.75
M005,2026-03-28T17:40:56.860366,68.43,0.0337,100.65,54.67
M005,2026-03-28T17:45:56.860366,67.34,0.026,100.71,54.58
M005,2026-03-28T17:50:56.860366,73.64,0.0358,98.48,54.5
M005,2026-03-28T17:55:56.860366,72.45,0.0343,103.6,54.42
M005,2026-03-28T18:00:56.860366,66.12,0.0356,98.19,54.33
M005,2026-03-28T18:05:56.860366,69.47,0.0299,98.29,54.25
M005,2026-03-28T18:10:56.860366,74.26,0.0388,97.17,54.17
M005,2026-03-28T18:15:56.860366,68.83,0.0301,101.75,54.08
M005,2026-03-28T18:20:56.860366,65.78,0.0264,96.89,54.0
M005,2026-03-28T18:25:56.860366,74.4,0.0289,101.56,53.92
M005,2026-03-28T18:30:56.860366,67.41,0.0332,99.83,53.83
M005,2026-03-28T18:35:56.860366,72.84,0.0247,102.38,53.75
M005,2026-03-28T18:40:56.860366,66.43,0.0234,95.02,53.67
M005,2026-03-28T18:45:56.860366,71.33,0.0317,97.53,53.58
M005,2026-03-28T18:50:56.860366,72.62,0.0249,100.97,53.5
M005,2026-03-28T18:55:56.860366,65.45,0.034,101.67,53.42
M005,2026-03-28T19:00:56.860366,68.84,0.0345,100.48,53.33
M005,2026-03-28T19:05:56.860366,71.67,0.0332,96.58,53.25
M005,2026-03-28T19:10:56.860366,68.35,0.0345,98.39,53.17
M005,2026-03-28T19:15:56.860366,72.92,0.0398,97.95,53.08
M005,2026-03-28T19:20:56.860366,69.63,0.0299,95.53,53.0
M005,2026-03-28T19:25:56.860366,67.19,0.0245,100.19,52.92
M005,2026-03-28T19:30:56.860366,72.34,0.0273,99.27,52.83
M005,2026-03-28T19:35:56.860366,66.59,0.0252,96.4,52.75
M005,2026-03-28T19:40:56.860366,68.22,0.0302,104.52,52.67
M005,2026-03-28T19:45:56.860366,70.31,0.0334,101.31,52.58
M005,2026-03-28T19:50:56.860366,68.74,0.038,95.8,52.5
M005,2026-03-28T19:55:56.860366,72.86,0.0202,95.46,52.42
M005,2026-03-28T20:00:56.860366,69.86,0.027,100.52,52.33
M005,2026-03-28T20:05:56.860366,72.16,0.0229,103.56,52.25
M005,2026-03-28T20:10:56.860366,71.15,0.0372,103.51,52.17
M005,2026-03-28T20:15:56.860366,67.71,0.0348,98.9,52.08
M005,2026-03-28T20:20:56.860366,66.79,0.0366,104.48,52.0
M005,2026-03-28T20:25:56.860366,73.3,0.0323,102.21,51.92
M005,2026-03-28T20:30:56.860366,73.36,0.0375,104.15,51.83
M005,2026-03-28T20:35:56.860366,72.12,0.0362,103.88,51.75
M005,2026-03-28T20:40:56.860366,70.53,0.0257,104.79,51.67
M005,2026-03-28T20:45:56.860366,66.46,0.0342,102.86,51.58
M005,2026-03-28T20:50:56.860366,70.96,0.0228,100.51,51.5
M005,2026-03-28T20:55:56.860366,70.48,0.0307,100.3,51.42
M005,2026-03-28T21:00:56.860366,71.46,0.0282,104.57,51.33
M005,2026-03-28T21:05:56.860366,71.13,0.03,100.72,51.25
M005,2026-03-28T21:10:56.860366,69.46,0.0314,104.56,51.17
M005,2026-03-28T21:15:56.860366,66.24,0.0319,98.38,51.08
M005,2026-03-28T21:20:56.860366,71.49,0.0265,98.41,51.0
M005,2026-03-28T21:25:56.860366,66.9,0.037,96.83,50.92
M005,2026-03-28T21:30:56.860366,70.85,0.0243,95.79,50.83
M005,2026-03-28T21:35:56.860366,70.25,0.03,103.9,50.75
M005,2026-03-28T21:40:56.860366,65.42,0.0374,100.04,50.67
M005,2026-03-28T21:45:56.860366,73.75,0.0356,95.79,50.58
M005,2026-03-28T21:50:56.860366,65.55,0.0213,98.69,50.5
M005,2026-03-28T21:55:56.860366,66.76,0.0321,98.08,50.42
M005,2026-03-28T22:00:56.860366,65.05,0.0282,104.46,50.33
M005,2026-03-28T22:05:56.860366,71.77,0.0317,98.18,50.25
M005,2026-03-28T22:10:56.860366,74.16,0.0223,102.16,50.17
M005,2026-03-28T22:15:56.860366,74.16,0.03,104.77,50.08
M005,2026-03-28T22:20:56.860366,70.12,0.0206,97.24,50.0
M005,2026-03-28T22:25:56.860366,65.45,0.0317,104.7,49.92
M005,2026-03-28T22:30:56.860366,69.8,0.0393,95.47,49.83
M005,2026-03-28T22:35:56.860366,69.93,0.024,99.45,49.75
M005,2026-03-28T22:40:56.860366,71.22,0.0257,101.22,49.67
M005,2026-03-28T22:45:56.860366,70.03,0.0212,103.8,49.58
M005,2026-03-28T22:50:56.860366,68.62,0.0395,103.66,49.5
M005,2026-03-28T22:55:56.860366,74.37,0.0269,99.16,49.42
M005,2026-03-28T23:00:56.860366,72.28,0.0354,96.81,49.33
M005,2026-03-28T23:05:56.860366,72.17,0.0278,102.1,49.25
M005,2026-03-28T23:10:56.860366,71.09,0.0237,96.49,49.17
M005,2026-03-28T23:15:56.860366,73.74,0.0311,102.47,49.08
M005,2026-03-28T23:20:56.860366,71.95,0.0255,104.79,49.0
M005,2026-03-28T23:25:56.860366,65.48,0.0283,101.31,48.92
M005,2026-03-28T23:30:56.860366,65.27,0.0251,99.21,48.83
M005,2026-03-28T23:35:56.860366,74.52,0.0205,95.05,48.75
M005,2026-03-28T23:40:56.860366,67.3,0.0255,103.95,48.67
M005,2026-03-28T23:45:56.860366,67.21,0.0319,95.07,48.58
M005,2026-03-28T23:50:56.860366,69.89,0.0287,97.45,48.5
M005,2026-03-28T23:55:56.860366,66.68,0.0369,96.09,48.42
M005,2026-03-29T00:00:56.860366,72.1,0.0263,103.21,48.33
M005,2026-03-29T00:05:56.860366,73.94,0.0313,102.88,48.25
M005,2026-03-29T00:10:56.860366,72.14,0.0344,104.33,48.17
M005,2026-03-29T00:15:56.860366,67.65,0.0254,97.73,48.08
M005,2026-03-29T00:20:56.860366,71.55,0.0243,101.24,48.0
